irn,DarGlobalUniqueIdentifier,AdmDateInserted,AdmDateModified,DarImageURL,DarIndividualCount,DarBasisOfRecord,DarLatitude,DarLongitude,DarCountry,DarContinent,DarContinentOcean,DarWaterBody,DarCollectionCode,DarEarliestAge,DarEarliestEon,DarEarliestEpoch,DarEarliestEra,DarEarliestPeriod,AttPeriod_tab,DesEthnicGroupSubgroup_tab,DesMaterials_tab,DarOrder,DarScientificName,ClaRank,ComName_tab,DarRelatedInformation,CatProject_tab,DarYearCollected,DarMonthCollected,EcbNameOfObject,CatLegalStatus,DarCatalogNumber,DarCollector,RecordType,TaxIDRank
211835,3a0b14b8-5641-4b01-88d8-7ebcef49f2e6,2004-11-14,2015-03-06,,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echeveria coccinea Cav.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,L. Née,Catalog,Species
211836,b86a235a-dea7-4104-bc98-1449367ac64b,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/33/529/18249.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echeveria eurychlamys (Diels) Berger,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211837,4bb06c76-4574-42bc-8880-019a66e1f8f3,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/33/530/18250.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echeveria excelsa (Diels) A. Berger,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211838,633671bc-7ef5-4ea1-9cc3-c2bade93e13e,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/808/3209.jpg,,Specimen,-35.3869,-64.9208,ARGENTINA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alternanthera dunaliana Griseb.,Species,,Berlin Negatives,Berlin Negatives,1876,11,,NA,NA,P. G. Lorentz,Catalog,Species
211839,8bc11a23-62e6-4645-a6aa-69b1266985e9,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/33/528/18248.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echeveria peruviana Meyen,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. J. F. Meyen,Catalog,Species
211840,2e1bdfd0-d0e6-407f-be30-b631c5d7cad4,2004-11-14,2015-03-06,,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocactus curvispinus Bertero & Colla,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. Gay,Catalog,Species
211841,3b0b362c-8b1f-47ef-af9d-0ba374250022,2004-11-14,2015-03-06,,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocactus horridus Colla,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. G. Bertero,Catalog,Species
211842,015d96d0-6022-4395-91e2-7d9440bf2f5c,2004-11-14,2015-03-06,,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocactus sandillon Gay,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. Gay,Catalog,Species
211843,3a9ed42c-f217-4c20-8f14-3372b40e0eb0,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/290/627/20707.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocephalum discoideum Baker,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211844,5dc5edc4-2637-48cb-afc5-504f5f7fe635,2004-11-14,2015-10-05,http://fm-digital-assets.fieldmuseum.org/1208/945/33352.jpg,,Specimen,-12,-48,Brazil,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocephalum angustifolium Gardner,Species,,Negatives/Types,Negatives/Types,1840,2,,NA,NA,G. Gardner,Catalog,Species
211845,262d522e-2cc8-4d26-9ffd-0a4719e77675,2004-11-14,2015-10-05,http://fm-digital-assets.fieldmuseum.org/1208/950/33353.jpg,,Specimen,-5,-40,Brazil,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocephalum latifolium Gardner,Species,,Negatives/Types,Negatives/Types,1838,10,,NA,NA,G. Gardner,Catalog,Species
211846,3081f2e0-23fb-4e10-a597-41250b57b698,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/37/517/9053.jpg,,Specimen,-35.3869,-64.9208,ARGENTINA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocystis araneosa Griseb.,Species,,Berlin Negatives,Berlin Negatives,1873,3,,NA,NA,P. G. Lorentz & G. H. E. W. Hieronymus,Catalog,Species
211847,75772d45-23ed-468d-8f5f-4d1b6261b40f,2004-11-14,2015-03-06,,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocystis floribunda Cogn.,Species,,Negatives/Types,Negatives/Types,1840,NA,,NA,NA,H. G. Galeotti,Catalog,Species
211848,c8516640-9c19-4e37-91d5-79af026d6c45,2004-11-14,2015-03-06,,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocystis lanata Cogn.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,H. G. Galeotti,Catalog,Species
211849,9ccf7221-ff25-4c99-84ca-ff18c91adec4,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/809/3210.jpg,,Specimen,-32.8667,-55.7933,URUGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alternanthera echinata Sm.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. Sellow,Catalog,Species
211850,d97b8b2d-03c3-473a-ae8b-dddc79fd1553,2004-11-14,2015-03-06,,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocystis longispina Cogn.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,L. Hahn,Catalog,Species
211851,14d9240e-2337-48e5-91f8-271b6655569e,2004-11-14,2015-03-06,,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocystis milleflora Cogn.,Species,,Negatives/Types,Negatives/Types,1866,NA,,NA,NA,E. Bourgeau,Catalog,Species
211852,0f7ae293-301e-4b83-ac92-9898da3212bd,2004-11-14,2015-03-06,,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocystis paniculata Cogn.,Species,,Negatives/Types,Negatives/Types,1844,9,,NA,NA,H. G. Galeotti,Catalog,Species
211853,bbc3bfd0-80fb-4e93-9c78-7329e6dffc46,2004-11-14,2015-03-06,,,Specimen,7.0758,-65.9119,VENEZUELA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinocystis polycarpa Cogn.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,A. Fendler,Catalog,Species
211854,d5986fac-e2cf-4950-a548-7d3c3e824d00,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/633/11565.jpg,,Specimen,-32.8667,-55.7933,URUGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinodorus aschersonianus Graebn.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,C. Osten,Catalog,Species
211855,32eadf5f-77b5-4f93-895f-a876886d6253,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/634/11566.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinodorus brevipedicellatus (Kuntze) Buchenau,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. F. M. Glaziou,Catalog,Species
211856,04c8ab1e-cccb-477b-978d-ec269db6de9b,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/635/11567.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinodorus grandiflorus (Cham. & Schltdl.) Micheli,Species,,Berlin Negatives,Berlin Negatives,1815,NA,,NA,NA,J. Lhotsky & F. Sellow,Catalog,Species
211857,0fc86ecc-430a-4206-8e6e-bd9abcae5c80,2004-11-14,2017-03-24,http://fm-digital-assets.fieldmuseum.org/1541/734/25355.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinodorus longipetalus Micheli,Species,,Negatives/Types,Negatives/Types,1877,1,,NA,NA,B. Balansa,Catalog,Species
211858,f8025a75-3893-46e2-ae76-19e8af05addf,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/636/11568.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinodorus longistylus Buchenau,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. F. M. Glaziou,Catalog,Species
211859,15b58a89-1dfc-466d-a10c-cff6acac400a,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/637/11569.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinodorus macrophyllus (Kunth) Micheli,Species,,Berlin Negatives,Berlin Negatives,1814,NA,,NA,NA,F. Sellow,Catalog,Species
211860,0b72349f-50bb-46f5-af37-3497a8ab18fa,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/810/3211.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alternanthera elegans Moq.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,C. J. W. Schiede,Catalog,Species
211861,02c3dbbd-42f9-48a6-b882-066891dff2d5,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/27/791/11570.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinodorus paniculatus Micheli,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. F. M. Glaziou,Catalog,Species
211862,376a6762-b64f-44fc-bd50-b23834120011,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/638/11571.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinodorus sellowianus Buchenau,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. Sellow,Catalog,Species
211863,35351851-0d7c-434e-9e8e-e99dc47f7516,2004-11-14,2015-03-06,,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echinopepon glutinosa Naudin,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,E. Bourgeau,Catalog,Species
211864,98d1c72d-18b1-4a5d-bf11-39d61223cafa,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/25/938/4484.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites acuminata Ruíz & Pav.,Species,,Berlin Negatives,Berlin Negatives,1778,NA,,NA,NA,H. Ruíz L.,Catalog,Species
211865,92a460f0-ed2c-4659-81eb-20ec6adb82d8,2004-11-14,2015-10-24,http://fm-digital-assets.fieldmuseum.org/1221/070/34138.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites acutiloba DC.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. A. Pavón,Catalog,Species
211866,b89b7e2b-306c-4d8d-aae3-4ce56c7b34c9,2004-11-14,2015-10-24,http://fm-digital-assets.fieldmuseum.org/1221/071/34139.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites antennacea DC.,Species,,Negatives/Types,Negatives/Types,1778,NA,,NA,NA,H. Ruíz L. & J. A. Pavón,Catalog,Species
211867,aea56076-288e-4bf6-a936-01d84ae022d6,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/25/939/4485.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites assimilis Schum.,Species,,Berlin Negatives,Berlin Negatives,1872,6,,NA,NA,L. A. Sodiro,Catalog,Species
211868,70a0dcda-2fc8-4f9b-9504-b9dddcd517ff,2004-11-14,2015-03-06,,,Specimen,4.7364,-58.7017,GUYANA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites benthamii A. DC.,Species,,Negatives/Types,Negatives/Types,1840,NA,,NA,NA,R. H. Schomburgk,Catalog,Species
211869,1fc41dec-796a-49b7-a8b3-ea47b3cc47a4,2004-11-14,2015-10-24,http://fm-digital-assets.fieldmuseum.org/1220/829/33879.jpg,,Specimen,18.9756,-72.4903,HAITI,Caribbean,Caribbean,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites berterii A. DC.,Species,,Negatives/Types,Negatives/Types,1821,NA,,NA,NA,C. G. Bertero,Catalog,Species
211870,5b8f1704-2e0c-454e-805a-9e5af0f31a8b,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/328/838/7567.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites blanchetii A. DC.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. S. Blanchet,Catalog,Species
211871,a892a429-4bee-422c-8d8c-a4aab3185793,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/830/3231.jpg,,Specimen,NA,NA,,SOUTH AMERICA,SOUTH AMERICA,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alternanthera elongata Moq.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. W. H. A. von Humboldt,Catalog,Species
211872,03421864-fd55-4e03-a4f6-09448f5d2db6,2004-11-14,2015-03-06,,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites bogotensis Kunth,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,F. W. H. A. von Humboldt & A. J. A. Bonpland,Catalog,Species
211873,1dfd4aac-6644-4cb5-9eb6-212fa59aa729,2004-11-14,2015-10-24,http://fm-digital-assets.fieldmuseum.org/1221/069/34137.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites boissieri DC.,Species,,Negatives/Types,Negatives/Types,1778,NA,,NA,NA,H. Ruíz L. & J. A. Pavón,Catalog,Species
211874,2215aeb6-e81b-4123-8cb7-546cbf29c747,2004-11-14,2015-03-06,,,Specimen,4.7364,-58.7017,GUYANA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites brachystachya Benth.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,Schomburgk,Catalog,Species
211875,96dcfb11-ae3f-4680-8214-1c854a8efbbe,2004-11-14,2015-03-06,,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites bracteata Kunth,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,F. W. H. A. von Humboldt & A. J. A. Bonpland,Catalog,Species
211876,ab57ad5f-8da1-4d5c-bf3a-803cb7555780,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/25/940/4486.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites brevipes Benth.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,K. T. Hartweg,Catalog,Species
211877,d0dc27e8-a811-4c84-90e7-d0cd7378ee29,2004-11-14,2015-03-06,,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites chilensis A. DC.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,F. W. Beechey,Catalog,Species
211878,a34bc96d-a052-4ebf-9798-2ed4af8c757d,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/282/441/20143.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites ciliata Stadelm.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211879,547bf45f-62de-4b83-8a3d-390453708015,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/25/941/4487.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites citrifolia Kunth,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. W. H. A. von Humboldt,Catalog,Species
211880,ae1bfb29-5991-49a3-8a80-d2c1858fce44,2004-11-14,2015-03-06,,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites congesta Kunth,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,F. W. H. A. von Humboldt & A. J. A. Bonpland,Catalog,Species
211881,8a4e4efa-05a2-4abc-b436-60409cbb8502,2004-11-14,2015-10-24,http://fm-digital-assets.fieldmuseum.org/1221/072/34140.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites convolvulacea DC.,Species,,Negatives/Types,Negatives/Types,1778,NA,,NA,NA,H. Ruíz L. & J. A. Pavón,Catalog,Species
211882,b1dcefe6-2bed-4ad0-9083-6d8f5be09e3a,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/35/293/9292.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Abutilon schenckii K. Schum.,Species,,Berlin Negatives,Berlin Negatives,1887,NA,,NA,NA,J. H. R. Schenck,Catalog,Species
211883,c83624d8-a33f-4ae3-8d56-1c51a8d793cd,2004-11-14,2016-01-07,http://fm-digital-assets.fieldmuseum.org/1257/124/31301.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alternanthera fasciculata Suess.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,H. Wawra,Catalog,Species
211884,9c2c8e10-dc6c-4bb3-94c1-b94e41e60376,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/376/762/30760.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites cordata A. DC.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,M. Sessé & J. M. Mociño,Catalog,Species
211885,04b72fa7-64f4-48af-a9d0-761be436ef4e,2004-11-14,2015-03-06,,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites crassifolia Spruce,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,R. Spruce,Catalog,Species
211886,48d16f2e-6555-46ae-922f-fc7aa155fd34,2004-11-14,2015-03-06,,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites crassifolia Spruce,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,R. Spruce,Catalog,Species
211887,c8006366-18e6-4bb1-9a5e-42eb06363159,2004-11-14,2015-03-06,,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites dichotoma Kunth,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,F. W. H. A. von Humboldt & A. J. A. Bonpland,Catalog,Species
211888,4218e7fe-a0a2-43c3-8a24-e43dd07bd761,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/25/942/4488.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites eggersii Markgr.,Species,,Berlin Negatives,Berlin Negatives,1897,4,,NA,NA,H. F. A. von Eggers,Catalog,Species
211889,85cbdd83-8b32-4570-bd89-95ca85bc6ae6,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/328/836/7565.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites franciscea A. DC.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. S. Blanchet,Catalog,Species
211890,4f472086-a979-45cb-8267-a9edf219f9c6,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/277/289/20144.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites funiformis var. microphylla Müll. Arg.,Variety,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211891,0fdd08c7-4b65-4e93-82c2-6aef53caaac7,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/328/832/7561.jpg,,Specimen,4.7364,-58.7017,GUYANA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites guianensis A. DC.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,NA,Catalog,Species
211892,f167d51b-9cc7-43f7-9022-ca0936497f93,2004-11-14,2015-03-06,,,Specimen,4,-52.5,French Guiana,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites hirsutus Rich.,Species,,Negatives/Types,Negatives/Types,1792,NA,,NA,NA,J. B. Leblond,Catalog,Species
211893,09e60713-a48f-4545-a139-1e7a196ce719,2004-11-14,2015-03-06,,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites hirsutus Rich.,Species,,Negatives/Types,Negatives/Types,1778,NA,,NA,NA,H. Ruíz L. & J. A. Pavón,Catalog,Species
211894,7a7b5de5-85d2-44fd-9d9f-a9c519bcc8e5,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/811/3212.jpg,,Specimen,NA,NA,,SOUTH AMERICA,SOUTH AMERICA,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alternanthera flavescens Kunth,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. W. H. A. von Humboldt,Catalog,Species
211895,6838fd86-f4c1-44c8-9b87-687c07a96d09,2004-11-14,2015-03-06,,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites hirsutus Rich.,Species,,Negatives/Types,Negatives/Types,1778,NA,,NA,NA,H. Ruíz L. & J. A. Pavón,Catalog,Species
211896,5fb4bb1d-5ad9-410d-8404-2605b9c7eac2,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/25/943/4489.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites hirtella Kunth,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. W. H. A. von Humboldt & A. J. A. Bonpland,Catalog,Species
211897,a68dc7a5-c8fa-41fa-88e8-43aa91451ead,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/25/944/4490.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites hispida Roem. & Schult.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,J. C. von Hoffmannsegg,Catalog,Species
211898,a47eed19-2771-4f45-b7af-73011933401b,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/282/442/20145.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites japurensis Stadelm.,Species,,Negatives/Types,Negatives/Types,1820,1,,NA,NA,C. F. P. Martius,Catalog,Species
211899,d1515072-7072-4889-abf4-f7b59bfdbe60,2004-11-14,2015-03-06,,,Specimen,7.0758,-65.9119,VENEZUELA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites javitensis Kunth,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,F. W. H. A. von Humboldt & A. J. A. Bonpland,Catalog,Species
211900,2c5fd981-bbf2-4db8-9a19-9621bd11c60b,2004-11-14,2015-03-06,,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites laxus Ruíz & Pav.,Species,,Negatives/Types,Negatives/Types,1778,NA,,NA,NA,H. Ruíz L. & J. A. Pavón,Catalog,Species
211901,1e153220-b9f9-401d-9746-2d1a5233da68,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/282/443/20146.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites leptoloba Stadelm.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211902,f8a2810b-206b-4c07-b98a-fad30644c9f1,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/282/444/20147.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites leptophylla DC.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211903,9dc5d1c7-0eaa-4aab-a950-97914db27238,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/25/945/4491.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites macrocalyx Müll. Arg.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. Sellow,Catalog,Species
211904,f6a79165-ad69-4e47-b767-5557e61995ac,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/25/946/4492.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Echites macrophylla Kunth,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. W. H. A. von Humboldt,Catalog,Species
